season,player_id,player_name,targets,comp_allowed,incompletions,interceptions,td_allowed,yards_allowed,comp_pct_allowed,int_rate,td_rate_allowed,yds_per_target,incompletion_rate,player_short_x,season_snaps,player_short_y,career_snaps,target_rate,target_rate_vs_avg
2021,00-0033281,M.Humphrey,13,0.0,12.0,1.0,0,0.0,0.0,0.07692307692307693,0.0,0.0,0.9230769230769231,M.Humphrey,748.0,M.Humphrey,4147.0,1.7379679144385027,0.6737236230285715
2021,00-0033393,K.Moore,13,0.0,9.0,4.0,0,0.0,0.0,0.3076923076923077,0.0,0.0,0.6923076923076923,K.Moore,1063.0,K.Moore,4855.0,1.2229539040451554,0.1587096126352241
2021,00-0033548,C.Awuzie,14,0.0,12.0,2.0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,C.Awuzie,1042.0,C.Awuzie,2858.0,1.3435700575815739,0.2793257661716426
2021,00-0033551,R.Douglas,13,0.0,8.0,5.0,2,0.0,0.0,0.38461538461538464,0.15384615384615385,0.0,0.6153846153846154,R.Douglas,734.0,R.Douglas,4041.0,1.7711171662125342,0.706872874802603
2021,00-0033566,D.King,6,0.0,3.0,3.0,0,0.0,0.0,0.5,0.0,0.0,0.5,D.King,927.0,D.King,2754.0,0.6472491909385114,-0.41699510047141986
2021,00-0033697,M.Davis,12,0.0,11.0,1.0,0,0.0,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666,M.Davis,853.0,M.Davis,3672.0,1.406799531066823,0.34255523965689183
2021,00-0033783,A.Witherspoon,9,0.0,6.0,3.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,A.Witherspoon,410.0,A.Witherspoon,2701.0,2.195121951219512,1.1308776598095807
2021,00-0033874,M.Lattimore,19,0.0,16.0,3.0,0,0.0,0.0,0.15789473684210525,0.0,0.0,0.8421052631578947,M.Lattimore,998.0,M.Lattimore,3644.0,1.903807615230461,0.8395633238205298
2021,00-0033878,A.Jackson,8,0.0,7.0,1.0,0,0.0,0.0,0.125,0.0,0.0,0.875,A.Jackson,814.0,A.Jackson,2923.0,0.9828009828009828,-0.08144330860894844
2021,00-0033884,T.White,6,0.0,5.0,1.0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,T.White,629.0,T.White,2762.0,0.9538950715421303,-0.110349219867801
2021,00-0033918,F.Moreau,11,0.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,F.Moreau,1037.0,F.Moreau,2888.0,1.0607521697203472,-0.0034921216895840157
2021,00-0033926,S.Griffin,7,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,S.Griffin,874.0,S.Griffin,3071.0,0.8009153318077803,-0.26332895960215097
2021,00-0033927,J.Johnson,5,0.0,2.0,3.0,0,0.0,0.0,0.6,0.0,0.0,0.4,J.Johnson,933.0,J.Johnson,3431.0,0.5359056806002144,-0.5283386108097169
2021,00-0033928,J.Lewis,11,0.0,7.0,4.0,0,0.0,0.0,0.36363636363636365,0.0,0.0,0.6363636363636364,J.Lewis,843.0,J.Lewis,3622.0,1.3048635824436536,0.24061929103372237
2021,00-0033930,C.Sutton,6,0.0,4.0,2.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,C.Sutton,1153.0,C.Sutton,4202.0,0.5203816131830009,-0.5438626782269304
2021,00-0034203,D.Williams,9,0.0,8.0,1.0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,D.Williams,1165.0,D.Williams,5209.0,0.7725321888412017,-0.2917121025687296
2021,00-0034356,D.Jackson,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,D.Jackson,623.0,D.Jackson,6041.0,1.6051364365971106,0.5408921451871793
2021,00-0034376,T.Johnson,7,0.0,6.0,1.0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,T.Johnson,992.0,T.Johnson,4893.0,0.7056451612903225,-0.35859913011960876
2021,00-0034384,D.Reed,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,D.Reed,1000.0,D.Reed,4545.0,1.0,-0.06424429140993126
2021,00-0034468,C.Sullivan,4,0.0,1.0,3.0,0,0.0,0.0,0.75,0.0,0.0,0.25,C.Sullivan,844.0,C.Sullivan,3082.0,0.47393364928909953,-0.5903106421208317
2021,00-0034514,L.Wallace,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,L.Wallace,1118.0,L.Wallace,3488.0,0.8944543828264758,-0.16978990858345544
2021,00-0034573,C.Ward,10,0.0,8.0,2.0,0,0.0,0.0,0.2,0.0,0.0,0.8,C.Ward,935.0,C.Ward,4868.0,1.06951871657754,0.005274425167608676
2021,00-0034677,J.Jones,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,J.Jones,225.0,J.Jones,7768.0,0.4444444444444444,-0.6197998469654868
2021,00-0034728,J.Alexander,3,0.0,2.0,1.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,J.Alexander,227.0,J.Alexander,3016.0,1.3215859030837005,0.25734161167376923
